X,ID,Accepted.Symbol,Symbol,Scientific.Name,Common.Name,Genus,Family,Family.Common.Name,Duration,Growth.Habit,Native.Status,Invasive,FunGrp1,FunGrp2,FunGrp,Updated
4456,783,ARGA4,ARGA4,Arctostaphylos gabrielensis,San Gabriel manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4475,782,ARGA5,ARGA5,Arctostaphylos gabilanensis,Gabilan Mountains manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2652,678,ARGL2,ARGL2,Arabis glaucovalvula,bluepod rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4582,784,ARGL3,ARGL3,Arctostaphylos glandulosa,Eastwood's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4585,791,ARGL4,ARGL4,Arctostaphylos glauca,bigberry manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Tree, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4551,792,ARGL5,ARGL5,Arctostaphylos glutinosa,Schreiber's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4491,785,ARGLA2,ARGLA2,Arctostaphylos glandulosa ssp. adamsii,Adams' manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4524,786,ARGLC4,ARGLC4,Arctostaphylos glandulosa ssp. crassifolia,Del Mar manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4522,787,ARGLG3,ARGLG3,Arctostaphylos glandulosa ssp. glandulosa,Eastwood's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4519,788,ARGLG4,ARGLG4,Arctostaphylos glandulosa ssp. glaucomollis,Eastwood's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4514,789,ARGLM2,ARGLM2,Arctostaphylos glandulosa ssp. mollis,Eastwood's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4509,790,ARGLZ2,ARGLZ2,Arctostaphylos glandulosa ssp. zacaensis,Zaca manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4559,793,ARHE4,ARHE4,Arctostaphylos ×helleri,manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4569,794,ARHI5,ARHI5,Arctostaphylos hispidula,Gasquet manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2736,684,ARHO,ARHO,Arabis hoffmannii,Hoffmann's rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4572,795,ARHO3,ARHO3,Arctostaphylos hookeri,Hooker's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4458,801,ARHO7,ARHO7,Arctostaphylos hooveri,Hoover's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4467,796,ARHOF,ARHOF,Arctostaphylos hookeri ssp. franciscana,Franciscan manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4479,797,ARHOH,ARHOH,Arctostaphylos hookeri ssp. hearstiorum,Hearst's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4498,798,ARHOH4,ARHOH4,Arctostaphylos hookeri ssp. hookeri,Hooker's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4470,799,ARHOM,ARHOM,Arctostaphylos hookeri ssp. montana,Mt. Tamalpais manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4581,800,ARHOR2,ARHOR2,Arctostaphylos hookeri ssp. ravenii,Presidio manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4578,802,ARIM,ARIM,Arctostaphylos imbricata,San Bruno Mountain manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4513,803,ARIN2,ARIN2,Arctostaphylos insularis,island manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4445,804,ARJE,ARJE,Arctostaphylos ×jepsonii,manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2702,690,ARJO,ARJO,Arabis johnstonii,Johnston's rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
3346,893,ARKI,ARKI,Arenaria kingii,King's sandwort,Arenaria,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
3354,894,ARKIC,ARKIC,Arenaria kingii ssp. compacta,King's compact sandwort,Arenaria,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4506,805,ARKL,ARKL,Arctostaphylos klamathensis,Klamath manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2679,691,ARKO,ARKO,Arabis koehleri,Koehler's rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2835,692,ARKOS,ARKOS,Arabis koehleri var. stipitata,Koehler's rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4610,928,ARLA12,ARLA12,Argythamnia lanceolata,narrowleaf silverbush,Argythamnia,Euphorbiaceae,Spurge family,Perennial,Subshrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4505,806,ARLA21,ARLA21,Arctostaphylos ×laxiflora,manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2630,693,ARLE,ARLE,Arabis lemmonii,Lemmon's rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb","L48 (N), AK (N), CAN (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
2621,694,ARLED,ARLED,Arabis lemmonii var. depauperata,soldier rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
2671,695,ARLEL,ARLEL,Arabis lemmonii var. lemmonii,Lemmon's rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb","L48 (N), AK (N), CAN (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
11782,752,ARLI12,ARLI12,Arceuthobium littorum,coastal dwarf mistletoe,Arceuthobium,Viscaceae,Christmas Mistletoe family,Perennial,"Shrub, Subshrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
1389,1009,ARLI2,ARLI2,Artemisia lindleyana,Columbia River wormwood,Artemisia,Asteraceae,Aster family,Perennial,Subshrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
1687,1010,ARLU,ARLU,Artemisia ludoviciana,white sagebrush,Artemisia,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",NE&GP,Perennial,Shrubs&Trees,ShrubsTrees,
4587,807,ARLU4,ARLU4,Arctostaphylos luciana,Santa Lucia manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
1683,1011,ARLUA,ARLUA,Artemisia ludoviciana ssp. albula,white sagebrush,Artemisia,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
1646,1012,ARLUC8,ARLUC8,Artemisia ludoviciana ssp. candicans,white sagebrush,Artemisia,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
1649,1013,ARLUI2,ARLUI2,Artemisia ludoviciana ssp. incompta,white sagebrush,Artemisia,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
1651,1014,ARLUL2,ARLUL2,Artemisia ludoviciana ssp. ludoviciana,white sagebrush,Artemisia,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
1670,1015,ARLUM2,ARLUM2,Artemisia ludoviciana ssp. mexicana,white sagebrush,Artemisia,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4584,809,ARMA,ARMA,Arctostaphylos manzanita,whiteleaf manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
3394,897,ARMA3,ARMA3,Arenaria macradenia,Mojave sandwort,Arenaria,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4480,808,ARMA31,ARMA31,Arctostaphylos malloryi,Mallory's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
7949,957,ARMA6,ARMA6,Armeria maritima,thrift seapink,Armeria,Plumbaginaceae,Leadwort family,Perennial,"Subshrub, Forb/herb","L48 (N), AK (N), CAN (N), GL (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
3368,900,ARMAA2,ARMAA2,Arenaria macradenia ssp. macradenia var. arcuifolia,Mojave sandwort,Arenaria,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
7953,958,ARMAC2,ARMAC2,Armeria maritima ssp. californica,California seapink,Armeria,Plumbaginaceae,Leadwort family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
4516,810,ARMAE,ARMAE,Arctostaphylos manzanita ssp. elegans,Konocti manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
3338,898,ARMAF,ARMAF,Arenaria macradenia ssp. ferrisiae,Ferris' sandwort,Arenaria,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4576,811,ARMAG,ARMAG,Arctostaphylos manzanita ssp. glaucescens,whiteleaf manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
3333,901,ARMAK2,ARMAK2,Arenaria macradenia ssp. macradenia var. kuschei,Forest Camp sandwort,Arenaria,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4499,812,ARMAL,ARMAL,Arctostaphylos manzanita ssp. laevigata,Contra Costa manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
3342,899,ARMAM,ARMAM,Arenaria macradenia ssp. macradenia,Mojave sandwort,Arenaria,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4570,813,ARMAM2,ARMAM2,Arctostaphylos manzanita ssp. manzanita,whiteleaf manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
3353,902,ARMAM4,ARMAM4,Arenaria macradenia ssp. macradenia var. macradenia,Mojave sandwort,Arenaria,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4503,814,ARMAR,ARMAR,Arctostaphylos manzanita ssp. roofii,Roof's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4504,815,ARMAW,ARMAW,Arctostaphylos manzanita ssp. wieslanderi,Wieslander's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4474,741,ARME,ARME,Arbutus menziesii,Pacific madrone,Arbutus,Ericaceae,Heath family,Perennial,Tree,"L48 (N), CAN (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
4550,818,ARME3,ARME3,Arctostaphylos mewukka,Indian manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4554,816,ARME7,ARME7,Arctostaphylos ×media,manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,"L48 (N), CAN (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
4535,817,ARME8,ARME8,Arctostaphylos mendocinoensis,pygmy manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4538,819,ARMEM2,ARMEM2,Arctostaphylos mewukka ssp. mewukka,Indian manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4567,820,ARMET,ARMET,Arctostaphylos mewukka ssp. truei,True's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2853,700,ARMI,ARMI,Arabis microphylla,littleleaf rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
1713,1016,ARMI4,ARMI4,Artemisia michauxiana,Michaux's wormwood,Artemisia,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
2759,701,ARMIM2,ARMIM2,Arabis microphylla var. microphylla,littleleaf rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
11780,753,ARMO13,ARMO13,Arceuthobium monticola,western white pine dwarf mistletoe,Arceuthobium,Viscaceae,Christmas Mistletoe family,Perennial,"Shrub, Subshrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4588,823,ARMO2,ARMO2,Arctostaphylos morroensis,Morro manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4541,821,ARMO5,ARMO5,Arctostaphylos montaraensis,Montara manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4543,822,ARMO6,ARMO6,Arctostaphylos montereyensis,Monterey manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4583,824,ARMY,ARMY,Arctostaphylos myrtifolia,Ione manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4577,825,ARNE,ARNE,Arctostaphylos nevadensis,pinemat manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
1710,1017,ARNE6,ARNE6,Artemisia nesiotica,island sagebrush,Artemisia,Asteraceae,Aster family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4502,826,ARNI4,ARNI4,Arctostaphylos nissenana,Nissenan manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
1712,1018,ARNO4,ARNO4,Artemisia nova,black sagebrush,Artemisia,Asteraceae,Aster family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4457,827,ARNO6,ARNO6,Arctostaphylos nortensis,Del Norte manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Tree, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4529,828,ARNU3,ARNU3,Arctostaphylos nummularia,glossyleaf manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4556,829,AROB,AROB,Arctostaphylos obispoensis,serpentine manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
11786,754,AROC,AROC,Arceuthobium occidentale,gray pine dwarf mistletoe,Arceuthobium,Viscaceae,Christmas Mistletoe family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4526,830,AROH2,AROH2,Arctostaphylos ohloneana,Ohlone manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4566,831,AROS,AROS,Arctostaphylos osoensis,Oso manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4446,832,AROT,AROT,Arctostaphylos otayensis,Otay manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
1715,1019,ARPA15,ARPA15,Artemisia palmeri,San Diego sagewort,Artemisia,Asteraceae,Aster family,Perennial,Subshrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4444,833,ARPA19,ARPA19,Arctostaphylos pacifica,Pacific manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4564,835,ARPA21,ARPA21,Arctostaphylos pallida,Alameda manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4555,834,ARPA3,ARPA3,Arctostaphylos pajaroensis,Pajaro manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4565,836,ARPA4,ARPA4,Arctostaphylos parryana,Parry manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4525,840,ARPA5,ARPA5,Arctostaphylos ×parvifolia,small-leaf manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Shrub, Subshrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4517,841,ARPA6,ARPA6,Arctostaphylos patula,greenleaf manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4547,837,ARPAD2,ARPAD2,Arctostaphylos parryana ssp. deserticum,Parry manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4494,838,ARPAP5,ARPAP5,Arctostaphylos parryana ssp. parryana,Parry manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4453,839,ARPAT,ARPAT,Arctostaphylos parryana ssp. tumescens,Parry manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2545,705,ARPE2,ARPE2,Arabis perennans,perennial rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4451,842,ARPE5,ARPE5,Arctostaphylos pechoensis,Pecho manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4460,843,ARPE9,ARPE9,Arctostaphylos peninsularis,Peninsular manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4471,844,ARPI,ARPI,Arctostaphylos pilosula,La Panza manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2542,707,ARPL,ARPL,Arabis platysperma,pioneer rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2540,708,ARPLH2,ARPLH2,Arabis platysperma var. howellii,Howell's pioneer rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2592,709,ARPLP2,ARPLP2,Arabis platysperma var. platysperma,pioneer rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4574,845,ARPR,ARPR,Arctostaphylos pringlei,Pringle manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Tree, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4552,846,ARPRD2,ARPRD2,Arctostaphylos pringlei ssp. drupacea,pinkbracted manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Tree, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4521,849,ARPU10,ARPU10,Arctostaphylos purissima,La Purissima manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2599,711,ARPU2,ARPU2,Arabis pulchra,beautiful rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4534,847,ARPU4,ARPU4,Arctostaphylos pumila,sandmat manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4462,848,ARPU5,ARPU5,Arctostaphylos pungens,pointleaf manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Shrub, Subshrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2566,712,ARPUG,ARPUG,Arabis pulchra var. gracilis,beautiful rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2571,713,ARPUM,ARPUM,Arabis pulchra var. munciensis,Muncy rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2568,714,ARPUP2,ARPUP2,Arabis pulchra var. pulchra,beautiful rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
1593,1020,ARPY3,ARPY3,Artemisia pycnocephala,beach wormwood,Artemisia,Asteraceae,Aster family,Perennial,Subshrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4473,850,ARRA7,ARRA7,Arctostaphylos rainbowensis,Rainbow manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4488,851,ARRE5,ARRE5,Arctostaphylos refugioensis,Refugio manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4497,852,ARRE7,ARRE7,Arctostaphylos regismontana,Kings Mountain manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4549,853,ARRE8,ARRE8,Arctostaphylos ×repens,PMC manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2587,721,ARRI,ARRI,Arabis rigidissima,Trinity Mountain rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2547,722,ARRID,ARRID,Arabis rigidissima var. demota,Trinity Mountain rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2527,723,ARRIR,ARRIR,Arabis rigidissima var. rigidissima,Trinity Mountain rockcress,Arabis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
1613,1021,ARRO4,ARRO4,Artemisia rothrockii,timberline sagebrush,Artemisia,Asteraceae,Aster family,Perennial,"Subshrub, Shrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
4495,854,ARRU2,ARRU2,Arctostaphylos rudis,shagbark manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
487,739,ARSE8,ARSE8,Araujia sericifera,white bladderflower,Araujia,Asclepiadaceae,Milkweed family,Perennial,Vine,L48 (I),STATE,Perennial,Shrubs&Trees,ShrubsTrees,
4492,855,ARSI,ARSI,Arctostaphylos silvicola,Bonny Doon manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
11785,755,ARSI10,ARSI10,Arceuthobium siskiyouense,knobcone pine dwarf mistletoe,Arceuthobium,Viscaceae,Christmas Mistletoe family,Perennial,"Shrub, Subshrub",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
2510,726,ARSP,ARSP,Arabis sparsiflora,sicklepod rockcress,Arabis,Brassicaceae,Mustard family,"Biennial, Perennial","Subshrub, Forb/herb","L48 (N), CAN (N)",,Perennial,Shrubs&Trees,ShrubsTrees,
2534,727,ARSPA,ARSPA,Arabis sparsiflora var. arcuata,elegant rockcress,Arabis,Brassicaceae,Mustard family,"Biennial, Perennial","Subshrub, Forb/herb",L48 (N),,Perennial,Shrubs&Trees,ShrubsTrees,
