Kind Of Sample,Lab No,Cust No,Name,Company,Address 1,Address 2,City,State,Zip,Grower,Field ID,Sample ID,Date Recd,Date Rept,B Depth,E Depth,Past Crop,1:1 Soil pH,WDRF Buffer pH,1:1 S Salts mmho/cm,Excess Lime,Texture No,Organic Matter LOI %,Nitrate-N ppm N,lbs N/A,Bray P-1 ppm P,Olsen P ppm P,Potassium ppm K,Sulfate-S ppm S,Zinc ppm Zn,Iron ppm Fe,Manganese ppm Mn,Copper ppm Cu,Calcium ppm Ca,Magnesium ppm Mg,Sodium ppm Na,Boron ppm B,CEC/Sum of Cations me/100g,%H Sat,%K Sat,%Ca Sat,%Mg Sat,%Na Sat,2N KCl NO3-N ppm N,KCl NH4-N ppm,Aluminum ppm Al,Chloride ppm Cl,Bray P-2 ppm P,Mehlich P-II ppm P,Mehlich P-III ppm P,Salt pH,Salt Buffer pH,WB OM %,Total N ppm,Soil Moisture %,Total P ppm,Total Zn ppm,Nitrite-N ppm,% Sand,% Silt,% Clay,Texture,Paste % Sat,Paste pH,Paste EC mmho/cm,Paste HCO3 ppm,Paste Cl ppm,Paste Ca ppm,Paste Mg ppm,Paste Na ppm,Paste S ppm,Paste SAR,Crop 1,YG 1,Nitrogen Rec,P2O5 Rec,K2O Rec,Sulfur Rec,Zinc Rec,Magnesium Rec,Iron Rec,Manganese Rec,Copper Rec,Boron Rec,Lime Rec,Crop 2,YG 2,Nitrogen Rec,P2O5 Rec,K2O Rec,Sulfur Rec,Zinc Rec,Magnesium Rec,Iron Rec,Manganese Rec,Copper Rec,Boron Rec,Lime Rec,Crop 3,YG 3,Nitrogen Rec,P2O5 Rec,K2O Rec,Sulfur Rec,Zinc Rec,Magnesium Rec,Iron Rec,Manganese Rec,Copper Rec,Boron Rec,Lime Rec,Organic Carbon %,Water Soluble K,Total Carbon %,H2O NO3-N,Total Dry Weight,Total S,PSNT N/A,H2O Ca,Paste CO3 ppm,Phosphorus M3 ICAP ppm P,Potassium M3 ICAP ppm K,Sulfur M3 ICAP ppm S,Zinc M3 ICAP ppm Zn,Iron M3 ICAP ppm Fe,Manganese M3 ICAP ppm Mn,Copper M3 ICAP ppm Cu,Calcium M3 ICAP ppm Ca,Magnesium M3 ICAP ppm Mg,Sodium M3 ICAP ppm Na,Boron M3 ICAP ppm B,1N KCl NO3-N ppm N,KCl NH4-N ppm (Old),2N KCl NO3-N ppm N (Old),2N KCL NO3 Lbs-Acre,Ammonium Lbs-Acre,Aluminium M3 ICAP ppm Al,Organic C H2O ppm,Organic N H2O ppm,Organic C:N H2O,PSNT ppm N,Sikora pH,Sikora Buffer,Bulk Density,2:1 Soil pH,2:1 Soluble Salts,POX-C ppm C,Aggregate Stability 1-2mm %,Aggregate Stability 1-2mm in bulk soil %,Available Water g H2O g-1 soil,Available Water inch H2O inch-1 of soil,Total Available Water inches H2O sample-1,Field Capacity % (wt.),Permanent Wilting Point % (wt.,Total K ppm K,SAR %K Sat,Total C Concentration %,Total C lbs/Acre,Total N Concentration %,Total N lbs/Acre,Total C:N lbs/Acre Ratio,Total P Concentration %,Total P lbs/Acre,Total P2O5 Concentration %,Total P2O5 lbs/Acre,Total K Concentration %,Total K lbs/Acre,Total K2O Concentration %,Total K2O lbs/Acre,Total Ca Concentration %,Total Ca lbs/Acre,Total Mg Concentration %,Total Mg lbs/Acre,Total S Concentration %,Total S lbs/Acre,Total Zn Concentration ppm,Total Zn lbs/Acre,Total Fe Concentration ppm,Total Fe lbs/Acre,Total Mn Concentration ppm,Total Mn lbs/Acre,Total Cu Concentration ppm,Total Cu lbs/Acre,Total B Concentration ppm,Total B lbs/Acre,Total Mo Concentration ppm,Total Mo lbs/Acre,Total Ni ppm Ni,Total As ppm As,Total Cd ppm Cd,Total Pb ppm Pb,Rocks grams,Roots grams,Total Cr ppm Cr,Total Co ppm Co,Total Se ppm Se,Total Mo ppm Mo,H2O NH4-N,Sample Density g/cc,Molybdenum Hot Water ppm Mo,H2O P,Texture By Feel,Comprehensive Bulk Density,H3A K,CO2 Soil Respiration,Rock Volume cm3,Rock Density g/cm3,Ace Protein g/Kg,Water Stable Aggregates (Mod),KCL FIA Bromide ppm Br,Cadmium DTPA ppm Cd,Calcium by Displacement ppm Ca,Sodium by Displacement ppm Na,Magnesium by Displacement ppm,Potassium by Displacement ppm,ESP %,Total N H2O ppm N,H3A Nitrate-N ppm NO3-N,H3A Ammonium-N ppm NH4-N,H3A Phosphate-P ppm PO4-P,H3A Phosphorus ppm P,H3A Sulfur ppm S,H3A Zinc ppm Zn,H3A Iron ppm Fe,H3A Manganese ppm Mn,H3A Copper ppm Cu,H3A Calcium ppm Ca,H3A Magnesium ppm Mg,H3A Sodium ppm Na,H3A Aluminum ppm Al,Cobalt DTPA ppm Co,Soil Health Score,Ammonium Lbs/Acre,NO3-N Lbs/Acre,N.A. me/100g,Organic C : Organic N,Organic Nitrogen ppm N,Inorganic Nitrogen ppm N,Organic Phosphorus ppm P,Microbially Active Carbon (%MA,Organic Nitrogen Release ppm N,Organic Nitrogen Reserve ppm N,Calcium Carbonate %,,,,,
S,05/03/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T2-I,07/15/2024,07/17/2024,0,8,All Other Crops,5.4,,6.1,0.11,NONE,1,6.5,,2.6,6,,8.8,467,11.9,2.03,183.8,8.7,0.3,906,392,63,,17.9,48,7,25,,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.468,,3.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/04/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T2-S,07/15/2024,07/17/2024,0,8,All Other Crops,5.3,,5.7,0.1,NONE,1,6.1,,2,5,,7.6,385,15.6,2.16,150.3,8.1,0.3,885,384,58,,21.8,59,5,20,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.572,,3.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/28/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T3-C,07/15/2024,07/17/2024,0,8,All Other Crops,5.3,,6.1,0.19,NONE,,5.3,,,,,9.9,385,10,1.8,205.5,9.9,0.41,822,390,47,,17.9,52,6,23,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,,3.04,2.69,,,,,,,,,,,,,,,,,,,,,,,204,12.9,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,109,,,,91,,,,,,,,16.8,,,,,,,,,,,,,,,16.08,,,,,,,,53.4,12.9,0,,,
S,05/05/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T3-I,07/15/2024,07/17/2024,0,8,All Other Crops,5.4,,6.1,0.09,NONE,1,5.5,,2.7,6,,9.4,349,10.7,1.74,207.3,9.6,0.42,807,383,49,,17.7,53,5,23,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.257,,3.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/06/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T3-S,07/15/2024,07/17/2024,0,8,All Other Crops,5.3,,5.8,0.09,NONE,1,5,,1.9,4,,8,318,10.2,1.59,243,11.7,0.43,785,354,54,,20.4,61,4,19,,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.984,,2.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/29/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T4-C,07/15/2024,07/17/2024,0,8,All Other Crops,5.6,,6.2,0.14,NONE,,5.1,,,,,7.9,406,12.9,1.5,173.6,10.7,0.39,853,345,51,,16.4,49,6,26,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.782,,2.783,1.44,,,,,,,,,,,,,,,,,,,,,,,200,19.8,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,64,,,,91,,,,,,,,24.2,,,,,,,,,,,,,,,12.89,,,,,,,,32,19.8,0,,,
S,05/07/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T4-I,07/15/2024,07/17/2024,0,8,All Other Crops,5.4,,6.1,0.1,NONE,1,4.7,,1.3,3,,7.9,309,10.5,1.51,175.9,10.8,0.42,811,369,50,,17,52,5,24,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.733,,2.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/08/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T4-S,07/15/2024,07/17/2024,0,8,All Other Crops,5.3,,5.9,0.09,NONE,1,5.4,,1.3,3,,7.4,326,9.9,1.97,189.3,12.3,0.48,897,382,50,,19.4,55,4,23,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.897,,2.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/30/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T5-C,07/15/2024,07/17/2024,0,8,All Other Crops,5.3,,6.2,0.13,NONE,,4.5,,,,,8.3,288,9.6,1.5,154.7,13,0.4,850,403,46,,16.9,50,4,25,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.269,,2.27,0.39,,,,,,,,,,,,,,,,,,,,,,,209,12.4,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,56,,,,90,,,,,,,,13.4,,,,,,,,,,,,,,,11.55,,,,,,,,26.9,12.4,0,,,
S,05/09/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T5-I,07/15/2024,07/17/2024,0,8,All Other Crops,5.4,,6.2,0.08,NONE,1,4.7,,2,5,,7.5,434,8.7,1.7,145.2,11.4,0.42,840,350,52,,16.9,50,7,25,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.626,,2.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,05/10/3589,12/17/1968,,TOMKAT RANCH EDUCATIONAL FOUND,PO BOX 726,,PESCADERO,CA,94060-0726,TKR,STAGE SOUTH-BG,T5-S,07/15/2024,07/17/2024,0,8,All Other Crops,5.3,5.35,6.2,0.08,NONE,1,4.5,5.38,1.5,3,,6.5,269,8.3,1.42,151.6,10.6,0.48,858,406,49,,17.1,50,4,25,22.8,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.314,,2.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
